1.50	-117.90	12.11	12.90
1.60	-139.00	-11.72	-10.67
1.70	-148.06	-23.72	-22.63
1.80	-149.61	-28.41	-27.46
1.90	-146.51	-28.83	-27.95
2.00	-140.68	-26.73	-25.97
2.10	-133.34	-23.33	-22.77
2.20	-125.31	-19.43	-19.14
2.30	-117.10	-15.33	-15.45
2.40	-109.05	-11.51	-12.06
2.50	-101.36	-8.13	-9.04
2.60	-94.18	-5.14	-6.41
2.70	-87.61	-2.53	-4.33
2.80	-81.72	-0.42	-2.71
2.90	-76.53	1.23	-1.43
3.00	-72.00	2.53	-0.43
3.10	-68.07	3.43	0.15
3.20	-64.67	4.22	0.59
3.30	-61.75	4.68	0.93
3.40	-59.23	4.72	1.17
3.50	-57.06	4.82	1.36
3.60	-55.18	4.79	1.50
3.70	-53.55	4.58	1.61
3.80	-52.14	4.40	1.69
3.90	-50.92	4.40	1.77
4.00	-49.87	4.45	1.83
4.10	-48.95	4.49	1.88
4.20	-48.15	4.50	1.91
4.30	-47.47	4.51	1.94
4.40	-46.87	4.52	1.97
4.50	-46.35	4.53	1.99
4.60	-45.91	4.54	2.02
4.70	-45.52	4.56	2.04
4.80	-45.19	4.57	2.06
4.90	-44.91	4.59	2.07
5.00	-44.68	4.61	2.09
5.10	-44.48	4.62	2.11
5.20	-44.31	4.64	2.13
5.30	-44.18	4.66	2.14
5.40	-44.07	4.68	2.16
5.50	-43.98	4.69	2.17
5.60	-43.92	4.71	2.18
5.70	-43.87	4.73	2.20
5.80	-43.84	4.74	2.21
5.90	-43.82	4.76	2.22
6.00	-43.82	4.77	2.23
